# submitted_item	validated_id	current_symbol
CG6874	FBgn0036815	HipHop
CG32027	FBgn0052027	lncRNA:CR32027
CG14074	FBgn0036818	CG14074
CG3893	FBgn0036826	arx
CG14076	FBgn0036829	Ir75d
CG14077	FBgn0036830	COX6AL2
CG6839	FBgn0036831	CG6839
CG3819	FBgn0036833	CG3819
CG32204	FBgn0052204	CG32204
CG6836	FBgn0036834	CG6836
CG14075	FBgn0036835	CG14075
CG11614	FBgn0002945	nkd
CG3801	FBgn0015586	Acp76A
CG14079	FBgn0036849	CG14079
CG10419	FBgn0036850	Gem2
CG14082	FBgn0036851	CG14082
CG14084	FBgn0260857	Bet1
CG9648	FBgn0017578	Max
CG14088	FBgn0036858	CG14088
CG14086	FBgn0036860	CG14086
CG14089	FBgn0036861	CG14089
CG32206	FBgn0052206	CG32206
CG14087	FBgn0036868	ms(3)76Ba
CG32205	unknown ID	-
CG33255	FBgn0053255	CR33255
CG33062	FBgn0053062	CG33062
CG14096	FBgn0036871	CG14096
CG32214	FBgn0052214	CG32214
CG32208	FBgn0052208	825-Oak
CG12519	FBgn0036872	CG12519
CG18294	FBgn0036873	CG18294
CG32213	FBgn0052213	CG32213
CG32207	FBgn0052207	hpRNA:CR32207
CG32212	FBgn0052212	CG32212
CG9283	FBgn0036878	Cpr76Ba
CG9290	FBgn0036879	Cpr76Bb
CG9299	FBgn0036881	Cpr76Bd
CG14098	FBgn0260461	Rcd7
CG9368	FBgn0036890	CG9368
CG8807	FBgn0020277	lush
CG9392	FBgn0036895	ms(3)76Cc
CG8780	FBgn0036899	tey
CG8765	FBgn0036900	CG8765
CG14101	FBgn0036905	ms(3)76Ca
CG14102	FBgn0036906	CG14102
CG8533	FBgn0260874	Ir76a
CG14103	FBgn0036908	TORIP
CG14103	FBgn0083952	CG34116
CG14104	FBgn0040786	CG14104
CG32221	FBgn0052221	CG32221
CG32219	FBgn0052219	CG32219
CG14182	FBgn0036922	CG14182
CG17732	FBgn0036923	CG17732
CG7570	FBgn0036924	hale
CG17736	FBgn0036925	schuy
CG32220	FBgn0052220	Csas
CG7445	FBgn0005633	fln
CG14184	FBgn0036932	Lamtor1
CG14186	FBgn0036935	CG14186
CG14187	FBgn0036938	CG14187
CG7348	FBgn0036940	obst-J
CG13811	FBgn0261556	CG42674
CG32223	FBgn0261556	CG42674
CG6981	FBgn0036945	Ssk
CG7298	FBgn0036948	CG7298
CG7290	FBgn0036949	CG7290
CG6996	FBgn0036950	CG6996
CG32224	FBgn0052224	asRNA:CR32224
CG7017	FBgn0036951	CG7017
CG6933	FBgn0036952	CG6933
CG17145	FBgn0036953	CG17145
CG17147	FBgn0260393	CG17147
CG13813	FBgn0036956	CG13813
CG17233	FBgn0036958	CG17233
CG13814	FBgn0265959	rdgC
CG32228	FBgn0052228	CG32228
CG32227	FBgn0052227	gogo
CG32225	FBgn0052225	CG32225
CG13247	FBgn0036979	CG13247
CG5571	FBgn0053969	CG33969
CG5872	FBgn0036991	CtIP
CG5910	FBgn0036993	CG5910
CG5199	FBgn0036994	CG5199
CG32428	FBgn0052428	CG32428
CG5969	FBgn0036998	CG5969
CG32425	FBgn0052425	CG32425
CG5059	FBgn0037007	BNIP3
CG4786	FBgn0037012	Rcd2
CG13250	FBgn0037013	CG13250
CG13251	FBgn0037014	CG13251
CG32431	FBgn0052431	CG32431
CG13253	FBgn0037015	cmpy
CG32433	FBgn0045474	Gr77a
CG3698	FBgn0037023	CG3698
CG11451	FBgn0037025	Spc105R
CG3618	FBgn0037028	CG3618
CG3354	FBgn0086915	Mst77F
CG12452	FBgn0259243	Pka-R1
CG3288	FBgn0037030	CG3288
CG13255	FBgn0040636	CG13255
CG32432	FBgn0052432	CG32432
CG11458	FBgn0040637	CG11458
CG10589	FBgn0037035	CG10589
CG12983	FBgn0037040	CG12983
CG33287	FBgn0053287	CG33287
CG33286	FBgn0053286	CG33286
CG12984	FBgn0037042	CG12984
CG33285	FBgn0053285	CG33285
CG33284	FBgn0053284	CG33284
CG12977	FBgn0259239	CG42337
CG12976	FBgn0259239	CG42337
CG10510	FBgn0037059	CG10510
CG10508	FBgn0037060	CG10508
CG12975	FBgn0037061	Trmt112
CG12974	FBgn0037065	CG12974
CG11310	FBgn0037067	Cpr78Ca
CG7663	FBgn0037068	Cpr78Cb
CG7673	FBgn0000551	Edg78E
CG7658	FBgn0037069	Cpr78Cc
CG32439	FBgn0086913	Rab26
CG32436	FBgn0052436	CG32436
CG12972	FBgn0037076	ebd2
CG12971	FBgn0037078	CG12971
CG32440	FBgn0052440	CG32440
CG6014	FBgn0261258	rgn
CG11308	FBgn0002842	sa
CG5664	FBgn0037082	CG5664
CG7202	FBgn0037086	CG7202
CG32442	FBgn0052442	Arv1
CG33289	FBgn0053289	ppk5
CG7181	FBgn0263911	COX8
CG33290	FBgn0053290	CG33290
CG7173	FBgn0037099	CG7173
CG14575	FBgn0037100	CapaR
CG7634	FBgn0037101	CG7634
CG7172	FBgn0037102	CRIF
CG32441	FBgn0052441	EMC10
CG14574	FBgn0037104	CG14574
CG11307	FBgn0037106	CG11307
CG33292	FBgn0264711	CG43980
CG7160	FBgn0037114	Cpr78E
CG11249	FBgn0037115	CG11249
CG32447	FBgn0052447	CG32447
CG14570	FBgn0037122	CG14570
CG14569	FBgn0037123	CG14569
CG14568	FBgn0037124	CG14568
CG14567	FBgn0037126	CG14567
CG14566	FBgn0037127	CG14566
CG14572	FBgn0037128	CG14572
CG14565	FBgn0037129	CG14565
CG14564	FBgn0037131	CG14564
CG7370	FBgn0037133	CG7370
CG7407	FBgn0037134	CG7407
CG32448	FBgn0052448	CG32448
CG7148	FBgn0046301	CG7148
CG14563	FBgn0037139	CG14563
CG14562	FBgn0037142	CG14562
CG14561	FBgn0037149	CG14561
CG14560	FBgn0004414	msopa
CG15374	FBgn0037152	CG15374
CG11523	FBgn0037156	CG11523
CG32450	FBgn0052450	CG32450
CG14460	FBgn0037161	CG14460
CG12377	FBgn0263034	CG43329
CG12377	FBgn0263035	CG43330
CG12377	FBgn0263036	CG43331
CG11404	FBgn0037169	CG11404
CG14459	FBgn0037171	CG14459
CG6914	FBgn0037172	ND-B14.5AL
CG14458	FBgn0053766	CG33766
CG14458	FBgn0053767	CG33767
CG14458	FBgn0053768	CG33768
CG14458	FBgn0053769	CG33769
CG14458	FBgn0053770	CG33770
CG14458	FBgn0053771	CG33771
CG14457	FBgn0037174	CG14457
CG14455	FBgn0037175	CG14455
CG14456	FBgn0037176	CG14456
CG14454	FBgn0037177	CG14454
CG12546	FBgn0037178	CG12546
CG14453	FBgn0037179	CG14453
CG14452	FBgn0037180	CG14452
CG32453	FBgn0052453	CG32453
CG11370	FBgn0037181	CG11370
CG32452	FBgn0052452	CG32452
CG14451	FBgn0037183	CG14451
CG11254	FBgn0016034	mael
CG14450	FBgn0037184	CG14450
CG11238	FBgn0010830	l(3)04053
CG14448	FBgn0037191	CG14448
CG11226	FBgn0037195	CG11226
CG32462	FBgn0052462	CG32462
CG32459	FBgn0052459	CG32459
CG13239	FBgn0037197	CG13239
CG33169	FBgn0053169	CG33169
CG33170	FBgn0053170	CG33170
CG10712	FBgn0044324	Chro
CG11131	FBgn0037204	CG11131
CG12768	FBgn0037206	CG12768
CG11100	FBgn0037207	Mes2
CG32461	FBgn0052461	CG32461
CG32457	FBgn0052457	CG32457
CG32458	FBgn0262509	nrm
CG33217	FBgn0053217	CG33217
CG32231	unknown ID	-
CG18090	FBgn0000500	Dsk
CG14636	FBgn0037217	CG14636
CG31516	FBgn0051516	CG31516
CG14638	FBgn0037223	TwdlU
CG14639	FBgn0037224	TwdlF
CG14643	FBgn0037225	TwdlG
CG14640	FBgn0037227	TwdlV
CG31519	FBgn0041621	Or82a
CG1092	FBgn0037228	CG1092
CG9766	FBgn0037229	flip
CG32490	FBgn0041605	cpx
CG9780	FBgn0037230	Nepl11
CG9795	FBgn0037234	CG9795
CG14645	FBgn0040687	CG14645
CG1103	FBgn0037235	CG1103
CG10520	FBgn0003882	tub
CG31525	FBgn0051525	CG31525
CG14651	FBgn0037254	CG14651
CG31526	FBgn0051526	lncRNA:CR31526
CG12585	FBgn0085386	CG34357
CG14652	FBgn0085386	CG34357
CG12586	FBgn0037260	Mur82C
CG32945	FBgn0052945	CG32945
CG9775	FBgn0037261	CG9775
CG9771	FBgn0040466	Dlip2
CG31531	FBgn0263346	smash
CG32946	FBgn0052946	CG32946
CG14654	FBgn0264907	CG44098
CG31532	FBgn0051532	CG31532
CG14656	FBgn0260794	ctrip
CG31529	FBgn0051529	CG31529
CG14657	FBgn0037282	CG14657
CG14658	FBgn0037283	CG14658
CG14659	FBgn0037284	CG14659
CG14660	FBgn0020280	laf
CG32862	unknown ID	-
CG31535	FBgn0047299	CG31535
CG14661	FBgn0037288	CG14661
CG2016	FBgn0250839	CG2016
CG1124	FBgn0037290	CG1124
CG14662	FBgn0037291	CG14662
CG2022	FBgn0037292	plh
CG2530	FBgn0010313	corto
CG12589	FBgn0040684	CG12589
CG12591	FBgn0037295	dpr16
CG12590	FBgn0037294	CG12590
CG31537	FBgn0259212	cno
CG1115	FBgn0037299	Vps37B
CG33293	FBgn0053293	CG33293
CG1113	FBgn0037304	CG1113
CG31541	unknown ID	-
CG31538	FBgn0051538	CG31538
CG31542	FBgn0051542	CG31542
CG14668	FBgn0037320	CG14668
CG10612	FBgn0037322	Or83a
CG10609	FBgn0037324	Orco
CG2519	FBgn0037336	CG2519
CG14671	FBgn0037340	CG14671
CG33201	FBgn0053201	CG33201
CG2911	FBgn0037350	Dph4
CG14673	FBgn0037352	CG14673
CG31545	FBgn0051545	CG31545
CG2046	FBgn0037378	PSMG1
CG31555	FBgn0263353	CG11000
CG31554	FBgn0261561	CG42675
CG14675	FBgn0037385	glob3
CG14676	FBgn0037388	CG14676
CG10991	FBgn0037389	CR10991
CG10989	FBgn0083949	side-III
CG14677	FBgn0083949	side-III
CG14678	FBgn0083949	side-III
CG11373	FBgn0040679	CG11373
CG11421	FBgn0011281	Obp83a
CG11422	FBgn0010403	Obp83b
CG15581	FBgn0037399	Or83c
CG10287	FBgn0026077	Gasp
CG15582	FBgn0046878	Obp83cd
CG31557	FBgn0046876	Obp83ef
CG31558	FBgn0046875	Obp83g
CG31563	FBgn0051563	CG31563
CG1077	FBgn0037405	CG1077
CG15585	FBgn0037406	Osi1
CG31562	FBgn0051562	CR31562
CG15589	FBgn0037409	Osi24
CG1148	FBgn0037410	Osi2
CG1150	FBgn0037411	Osi3
CG10303	FBgn0037412	Osi4
CG15590	FBgn0037413	Osi5
CG1151	FBgn0027527	Osi6
CG1153	FBgn0037414	Osi7
CG15591	FBgn0037415	Osi8
CG15592	FBgn0037416	Osi9
CG15593	FBgn0286976	Osi10a
CG15593	FBgn0286977	Osi10b
CG15596	FBgn0037418	Osi11
CG1154	FBgn0037419	Osi12
CG15597	FBgn0037420	CG15597
CG15594	FBgn0037421	CG15594
CG15595	FBgn0037422	Osi13
CG1155	FBgn0040279	Osi14
CG1157	FBgn0037424	Osi15
CG31561	FBgn0051561	Osi16
CG31556	FBgn0051556	CG31556
CG31556	FBgn0267690	CG46026
CG31560	FBgn0051560	CG31560
CG15598	FBgn0037427	Osi17
CG1169	FBgn0037428	Osi18
CG15189	FBgn0037429	Osi19
CG15188	FBgn0037430	Osi20
CG10284	FBgn0260645	CG42537
CG10284	FBgn0260766	CG42564
CG1024	FBgn0027514	CG1024
CG33324	FBgn0264495	gpp
CG15186	FBgn0037448	CG15186
CG15185	FBgn0037449	CG15185
CG33202	FBgn0053202	dpr11
CG31483	FBgn0046873	Pif2
CG1137	FBgn0037454	CG1137
CG2336	FBgn0037455	CG2336
CG1138	FBgn0037456	CG1138
CG15180	FBgn0250846	glob2
CG15184	FBgn0037459	CG15184
CG2345	FBgn0000552	Edg84A
CG2342	FBgn0004777	Ccp84Ag
CG1331	FBgn0004778	Ccp84Af
CG1330	FBgn0004779	Ccp84Ae
CG2341	FBgn0004780	Ccp84Ad
CG1327	FBgn0004781	Ccp84Ac
CG1252	FBgn0004782	Ccp84Ab
CG2360	FBgn0004783	Ccp84Aa
CG1162	FBgn0026564	CG1162
CG1034	FBgn0000166	bcd
CG32864	unknown ID	-
CG31488	FBgn0051488	CG31488
CG1979	FBgn0026563	CG1979
CG1980	FBgn0019828	dj
CG1984	FBgn0037463	djl
CG1988	FBgn0037464	Mst84B
CG1943	FBgn0037468	CG1943
CG31248	FBgn0051248	CG31248
CG31493	FBgn0051493	CG31493
CG14610	FBgn0037477	CG14610
CG31492	FBgn0250732	gfzf
CG2507	FBgn0002306	sas
CG14609	FBgn0037483	CG14609
CG1288	FBgn0250845	CG1288
CG14605	FBgn0037486	CG14605
CG14608	FBgn0037487	thw
CG14607	FBgn0037488	CG14607
CG1176	FBgn0011282	Obp84a
CG32467	FBgn0267337	rn
CG32468	FBgn0052468	CG32468
CG31496	FBgn0051496	CG31496
CG31501	FBgn0051501	nxf4
CG17944	FBgn0037500	CG17944
CG17935	FBgn0004175	Mst84Dd
CG17945	FBgn0004174	Mst84Dc
CG17934	FBgn0004173	Mst84Db
CG17946	FBgn0004172	Mst84Da
CG31513	FBgn0051513	CG31513
CG31544	FBgn0283627	CR46300
CG10113	FBgn0037502	wa-cup
CG14598	FBgn0037503	CG14598
CG32863	unknown ID	-
CG1279	FBgn0015831	Rtnl2
CG10919	FBgn0037514	CG10919
CG11286	FBgn0037516	CG11286
CG18268	FBgn0037520	CG18268
CG10928	FBgn0040522	CG10928
CG14462	FBgn0085413	CG34384
CG17816	FBgn0037525	CG17816
CG3250	FBgn0010401	Os-C
CG31466	FBgn0051466	CG31466
CG14463	FBgn0037535	PIG-H
CG11052	FBgn0040524	CG11052
CG3223	FBgn0037538	CG3223
CG10435	FBgn0037539	CG10435
CG2723	FBgn0001255	ImpE3
CG7549	FBgn0260386	mtg
CG7508	FBgn0010433	ato
CG11671	FBgn0037562	Nazo
CG11672	FBgn0037563	CG11672
CG31464	FBgn0051464	CG31464
CG31463	FBgn0051463	CG31463
CG9626	FBgn0037565	CG9626
CG11693	FBgn0037570	CG11693
CG11694	FBgn0037571	CG11694
CG11698	FBgn0037572	CG11698
CG7454	FBgn0037576	Or85a
CG7443	FBgn0037577	CG7443
CG9603	FBgn0040529	COX7A
CG18193	FBgn0037579	COX7AL
CG9684	FBgn0037583	CG9684
CG11718	FBgn0266801	CG45263
CG31264	FBgn0266801	CG45263
CG31462	FBgn0266801	CG45263
CG31369	FBgn0266801	CG45263
CG11732	FBgn0037589	Obp85a
CG11735	FBgn0037590	Or85b
CG17911	FBgn0037591	Or85c
CG11742	FBgn0037594	Or85d
CG31258	FBgn0266916	Cenp-C
CG7994	FBgn0261929	5-HT2B
CG9700	FBgn0026399	Or85e
CG33325	FBgn0053325	CG33325
CG8116	FBgn0037614	TMEM216
CG11760	FBgn0037615	CG11760
CG8136	FBgn0037616	CG8136
CG8223	FBgn0037624	CG8223
CG11768	FBgn0037625	CG11768
CG8236	FBgn0037626	CG8236
CG33191	FBgn0053191	CG33191
CG33189	FBgn0053189	CG33189
CG11775	FBgn0037630	Ir85a
CG11776	FBgn0261015	Pif1A
CG8359	FBgn0037634	hng2
CG9837	FBgn0037635	CG9837
CG9821	FBgn0286516	aqz
CG8369	FBgn0040532	CG8369
CG9731	FBgn0262614	pyd
CG10901	FBgn0003015	osk
CG11971	FBgn0260243	E(var)3-9
CG11977	FBgn0037650	CG11977
CG11983	FBgn0037654	CG11983
CG11993	FBgn0028708	Mst85C
CG11997	FBgn0037662	CG11997
CG9745	FBgn0000412	D1
CG8420	FBgn0037664	CG8420
CG16735	FBgn0037666	CR16735
CG16734	FBgn0037667	CG16734
CG9740	FBgn0037669	Ibf2
CG8436	FBgn0037670	Ibf1
CG12952	FBgn0037672	sage
CG8861	FBgn0037676	CG8861
CG8121	FBgn0037680	pasi2
CG16755	FBgn0037685	Or85f
CG16765	FBgn0261552	ps
CG16777	FBgn0261552	ps
CG8149	FBgn0037700	CG8149
CG8161	FBgn0014022	Rlb1
CG9424	FBgn0037719	bocks
CG8348	FBgn0012344	Dh44
CG9434	FBgn0037724	Fst
CG8374	FBgn0278604	dmt
CG32937	FBgn0262477	FoxP
CG12950	FBgn0037736	side-VII
CG31412	FBgn0085438	CG34409
CG31415	FBgn0051415	CG31415
CG12948	FBgn0037739	CG12948
CG8478	FBgn0037746	CG8478
CG12946	FBgn0037750	Whamy
CG12947	FBgn0037753	CG12947
CG9470	FBgn0002868	MtnA
CG12945	FBgn0037755	CG12945
CG8516	FBgn0037757	CG8516
CG12806	FBgn0037766	Teh1
CG12802	FBgn0267336	Glut4EF
CG32469	FBgn0267336	Glut4EF
CG12419	FBgn0037769	CG12419
CG31405	FBgn0045473	Gr85a
CG12807	FBgn0037772	Spn85F
CG31407	FBgn0051407	CG31407
CG11722	FBgn0037777	CG11722
CG3910	FBgn0037778	mtTFB2
CG12811	FBgn0037779	CG12811
CG31410	FBgn0051410	Npc2e
CG12813	FBgn0037782	Npc2d
CG3934	FBgn0037783	Npc2c
CG6241	FBgn0037792	TAF1B
CG12814	FBgn0037796	CG12814
CG12420	FBgn0037797	CG12420
CG12817	FBgn0037798	CG12817
CG12816	FBgn0083943	CG34107
CG12816	FBgn0261928	CG42795
CG11872	FBgn0262617	Nuak
CG12819	FBgn0037810	sle
CG18545	FBgn0037812	CG18545
CG31406	FBgn0051406	CG31406
CG31147	FBgn0045443	mthl11
CG6325	FBgn0037814	CG6325
CG31395	FBgn0051395	CG31395
CG31397	FBgn0051397	CG31397
CG31394	FBgn0051394	CG31394
CG31391	FBgn0051391	CG31391
CG31467	FBgn0051467	CG31467
CG14684	FBgn0037824	CG14684
CG14684	FBgn0014127	barr
CG14689	FBgn0037826	CG14689
CG4073	FBgn0037827	CG4073
CG14685	FBgn0037831	Cap-H2
CG6544	FBgn0266446	CG45076
CG6544	FBgn0266448	CG45078
CG6544	FBgn0266451	fau
CG14686	FBgn0037832	Desi
CG6547	FBgn0261356	CG42633
CG6547	FBgn0261380	mRpL37
CG14687	FBgn0037835	CG14687
CG14693	FBgn0037837	CG14693
CG4570	FBgn0037844	CG4570
CG14695	FBgn0037850	CG14695
CG14698	FBgn0083950	side-VI
CG4695	FBgn0083950	side-VI
CG18577	FBgn0037870	CG18577
CG5106	FBgn0037879	scpr-C
CG17721	FBgn0037885	CG17721
CG17210	FBgn0037888	scpr-B
CG5207	FBgn0037889	scpr-A
CG17734	FBgn0037890	CG17734
CG31386	FBgn0051386	lncRNA:CR31386
CG31374	FBgn0051374	sals
CG17230	FBgn0046225	CG17230
CG12593	FBgn0053512	dpr4
CG14708	FBgn0037910	CG14708
CG6791	FBgn0037918	CG6791
CG31363	FBgn0051363	Jupiter
CG6813	FBgn0037923	CG6813
CG14712	FBgn0037924	CG14712
CG31389	FBgn0051389	CG31389
CG32852	FBgn0262081	Csk
CG14713	FBgn0259227	CG42327
CG6830	FBgn0037934	CG6830
CG6834	FBgn0037935	CG6834
CG6908	FBgn0037936	CG6908
CG18765	FBgn0042110	CG18765
CG14719	FBgn0025821	I-t
CG14720	FBgn0037940	CG14720
CG12594	FBgn0037941	CG12594
CG31364	FBgn0265276	l(3)neo38
CG6965	FBgn0037960	mthl5
CG31211	FBgn0051211	CG31211
CG12213	FBgn0260742	CG12213
CG10005	FBgn0037972	CG10005
CG14734	FBgn0037976	Tk
CG14735	FBgn0037985	ssp5
CG31361	FBgn0051361	dpr17
CG4702	FBgn0037992	CG4702
CG10095	FBgn0037993	dpr15
CG4795	FBgn0261714	Cpn
CG10014	FBgn0038000	Rsbp15
CG17738	FBgn0038009	CG17738
CG4066	FBgn0038011	CG4066
CG10013	FBgn0038012	CG10013
CG4115	FBgn0038017	CG4115
CG4423	FBgn0010042	GstD6
CG10035	FBgn0038028	CG10035
CG17793	FBgn0085431	Sol1
CG5657	FBgn0038042	Scgbeta
CG17202	FBgn0038043	CG17202
CG17207	FBgn0038051	CG17207
CG5538	FBgn0286507	vrs
CG5509	FBgn0038054	CG5509
CG31350	FBgn0250910	Octbeta3R
CG18554	FBgn0250910	Octbeta3R
CG6371	FBgn0028374	Hug
CG18553	FBgn0038063	Octbeta2R
CG31355	FBgn0051355	CG31355
CG6234	FBgn0038071	Dtg
CG14395	FBgn0038073	CG14395
CG31347	FBgn0051347	CG31347
CG14391	FBgn0038078	CG14391
CG14394	FBgn0038079	NijC
CG14390	FBgn0038084	beat-Vc
CG10134	FBgn0038087	beat-Va
CG31298	FBgn0038092	beat-Vb
CG7242	FBgn0087021	Spc25
CG14384	FBgn0038097	CG14384
CG12358	FBgn0038100	Paip2
CG31342	FBgn0051342	CG31342
CG14383	FBgn0038102	CG14383
CG18550	FBgn0041710	yellow-f
CG8063	FBgn0038105	yellow-f2
CG7518	FBgn0038108	CG7518
CG11656	FBgn0038109	CG11656
CG7620	FBgn0002354	l(3)87Df
CG31157	FBgn0051157	CG31157
CG17319	FBgn0260793	2mit
CG8508	FBgn0038123	CG8508
CG14380	FBgn0038124	CG14380
CG8141	FBgn0038125	CG8141
CG8476	FBgn0038127	CG8476
CG11686	FBgn0040551	CG11686
CG15889	FBgn0038128	Ravus
CG8599	FBgn0003598	Su(var)3-7
CG15888	FBgn0038131	CG15888
CG15887	FBgn0038132	apn
CG8644	FBgn0038133	Osi22
CG32853	FBgn0045442	mthl12
CG9829	FBgn0086371	poly
CG14379	FBgn0038142	CheA87a
CG9813	FBgn0038143	CG9813
CG32854	FBgn0044511	mRpS21
CG14375	FBgn0038147	CCHa2
CG14374	FBgn0040553	CG14374
CG14377	FBgn0038148	CG14377
CG17045	FBgn0038150	yellow-e3
CG17044	FBgn0038151	yellow-e2
CG9792	FBgn0041711	yellow-e
CG14376	FBgn0038153	Ir87a
CG17025	FBgn0040554	asRNA:CR17025
CG12538	FBgn0038157	CG12538
CG31337	FBgn0051337	CG31337
CG14370	FBgn0038158	CG14370
CG14369	FBgn0038159	CG14369
CG9759	FBgn0038160	CG9759
CG9757	FBgn0003060	CG9757
CG9269	FBgn0038161	CG9269
CG14368	FBgn0038162	CG14368
CG10841	FBgn0038163	CG10841
CG33328	unknown ID	-
CG14365	FBgn0085412	kmr
CG9322	FBgn0085412	kmr
CG9312	FBgn0038179	CG9312
CG14363	FBgn0038185	CG14363
CG33327	unknown ID	-
CG17956	FBgn0002862	Mst87F
CG14362	FBgn0038186	CG14362
CG31517	FBgn0047199	CG31517
CG9926	FBgn0038190	CG9926
CG9925	FBgn0038191	CG9925
CG12537	FBgn0264493	rdx
CG9922	FBgn0038196	CG9922
CG3153	FBgn0038198	Npc2b
CG14358	FBgn0038199	CCHa1
CG14360	FBgn0038203	Or88a
CG14357	FBgn0038204	CG14357
CG14356	FBgn0038207	CG14356
CG14355	FBgn0038208	CG14355
CG14359	FBgn0040559	CG14359
CG14359	FBgn0260226	CG42500
CG31533	FBgn0051533	CG31533
CG31327	FBgn0051327	CG31327
CG3199	FBgn0038210	CG3199
CG33329	FBgn0053329	Sp212
CG9624	FBgn0038213	CG9624
CG9616	FBgn0038214	CG9616
CG14840	FBgn0038217	CG14840
CG14841	FBgn0038218	CG14841
CG14839	FBgn0038219	CG14839
CG12207	FBgn0285913	red
CG3302	FBgn0013767	Crz
CG8538	FBgn0038223	Afti
CG3321	FBgn0038224	ATPsynE
CG8489	FBgn0038225	soti
CG14846	FBgn0285955	cv-c
CG14847	FBgn0285955	cv-c
CG14842	FBgn0085417	natalisin
CG14843	FBgn0085417	natalisin
CG31330	FBgn0285955	cv-c
CG14854	FBgn0038238	CG14854
CG14850	FBgn0038239	CG14850
CG14851	FBgn0038240	CG14851
CG8087	FBgn0038241	CG8087
CG14852	FBgn0038242	CG14852
CG31313	FBgn0051313	CG31313
CG8066	FBgn0038243	CG8066
CG8050	FBgn0004629	Cys
CG14853	FBgn0038246	CG14853
CG7886	FBgn0038248	CG7886
CG7832	FBgn0086686	l(3)L1231
CG3509	FBgn0038252	BigH1
CG31316	FBgn0051316	CG31316
CG7552	FBgn0262127	kibra
CG3563	FBgn0263929	jvl
CG33330	FBgn0263929	jvl
CG31306	FBgn0266756	btsz
CG3610	FBgn0038266	CG3610
CG17304	FBgn0266756	btsz
CG14860	FBgn0038273	CG14860
CG33485	FBgn0038282	dpr9
CG6934	FBgn0261859	CG42788
CG6912	FBgn0038290	CG6912
CG3984	FBgn0038291	CG3984
CG6803	FBgn0038294	Mf
CG31303	FBgn0260659	CG42542
CG4285	FBgn0259823	CG42404
CG14864	FBgn0038311	CG14864
CG6384	FBgn0000283	Cp190
CG14865	FBgn0011476	l(3)neo43
CG14866	FBgn0038315	CG14866
CG6276	FBgn0038316	CG6276
CG6171	FBgn0026737	CG6171
CG18496	FBgn0085433	CG34404
CG14867	FBgn0262483	Rbp
CG6130	FBgn0038334	h-cup
CG6118	FBgn0038339	CG6118
CG31297	FBgn0051297	CG31297
CG14871	FBgn0038343	Trissin
CG14872	FBgn0264775	CG44013
CG14872	FBgn0264776	CG44014
CG31296	FBgn0051296	CG31296
CG33207	FBgn0053207	pxb
CG31446	FBgn0051446	CG31446
CG5399	FBgn0038353	CG5399
CG31294	FBgn0051294	CG31294
CG31461	FBgn0051461	CG31461
CG31315	FBgn0051315	CG31315
CG12784	FBgn0038356	CG12784
CG5623	FBgn0038357	CG5623
CG5614	FBgn0038359	CG5614
CG14876	FBgn0263022	CG43317
CG14876	FBgn0263023	CG43318
CG9597	FBgn0038371	Pbp45
CG31150	FBgn0265048	cv-d
CG9632	FBgn0038377	CG9632
CG9734	FBgn0027657	glob1
CG5470	FBgn0038384	CG5470
CG5470	FBgn0085305	CG34276
CG5478	FBgn0038386	CG5478
CG31088	FBgn0051088	CG31088
CG4287	FBgn0038388	CG4287
CG32856	FBgn0052856	CG32856
CG17631	FBgn0038392	CG17631
CG10264	FBgn0038394	CG10264
CG32855	FBgn0052855	CG32855
CG5903	FBgn0038400	Mic26-27
CG8927	FBgn0038405	CG8927
CG31287	FBgn0051287	CG31287
CG6889	FBgn0040071	tara
CG6864	FBgn0020399	Mst89B
CG31283	FBgn0051283	CG31283
CG6901	FBgn0038414	CG6901
CG17929	FBgn0038415	CG17929
CG17930	FBgn0038416	CG17930
CG14879	FBgn0038419	CG14879
CG10311	FBgn0038420	CG10311
CG17931	FBgn0038421	CG17931
CG14880	FBgn0038422	CG14880
CG10317	FBgn0038423	CG10317
CG31279	FBgn0051279	CG31279
CG14897	FBgn0250754	CG42232
CG14898	FBgn0038437	Sdhaf3
CG14901	FBgn0038440	Gr89a
CG11769	FBgn0259244	CG42342
CG31448	FBgn0051448	CG31448
CG14888	FBgn0259244	CG42342
CG14889	FBgn0259244	CG42342
CG14891	FBgn0038445	CG14891
CG10342	FBgn0027109	NPF
CG14907	FBgn0038455	CG14907
CG31498	FBgn0051498	CG31498
CG31273	unknown ID	-
CG31275	FBgn0063261	CG31275
CG31271	unknown ID	-
CG10349	FBgn0015350	CG10349
CG31270	FBgn0264857	lncRNA:iab8
CG14909	FBgn0038458	VhaM9.7-d
CG18622	FBgn0038460	CG18622
CG31447	FBgn0043069	MESK4
CG5225	FBgn0038468	CG5225
CG31268	FBgn0051268	CG31268
CG18213	FBgn0038470	CG18213
CG3995	FBgn0038472	CG3995
CG5208	FBgn0266053	Patr-1
CG31263	FBgn0051263	CG31263
CG5175	FBgn0038476	kuk
CG5148	FBgn0038478	cal1
CG4060	FBgn0038487	TwdlW
CG4090	FBgn0038492	Mur89F
CG4135	FBgn0038494	beat-IIb
CG31257	FBgn0051257	CG31257
CG31418	FBgn0051418	CG31418
CG31419	FBgn0051419	CG31419
CG14334	FBgn0038498	beat-IIa
CG14333	FBgn0262871	lute
CG5866	FBgn0038508	CG5866
CG33333	FBgn0053333	CG33333
